Country,Resource,Quantity,Unit,Sector,Urgency,Time to ship from Canada to Country (days),Date Resource is Required by (yyyy-mm-dd),Key
Micronesia (Federated States of),Extraction,2732985.9638520726,kWh,Energy,0.02,3,2023-05-07,Extraction_Energy
Micronesia (Federated States of),Primary forestry bioproducts,45.0,metric_ton,Forestry,0.12,2,2023-05-22,Primary_forestry_bioproducts_Forestry
Micronesia (Federated States of),Services and custom work,45424.0,hr,Minerals and mining,0.01,0,2023-05-05,Services_and_custom_work_Minerals_and_mining
Micronesia (Federated States of),Secondary paper products,81421.0,metric_ton,Forestry,0.01,4,2023-05-12,Secondary_paper_products_Forestry
Micronesia (Federated States of),Extraction,1502971.06052,ton,Minerals and mining,0.02,12,2023-05-16,Extraction_Minerals_and_mining
Micronesia (Federated States of),Primary manufacturing,1032376.6085976304,kWh,Minerals and mining,0.01,3,2023-05-05,Primary_manufacturing_Minerals_and_mining
Micronesia (Federated States of),Miscellaneous metal products,339120.0,kg,Minerals and mining,0.09,0,2023-05-14,Miscellaneous_metal_products_Minerals_and_mining
Micronesia (Federated States of),Services,313830.72,hr,Energy,0.01,2,2023-05-13,Services_Energy
Micronesia (Federated States of),Natural gas,658453.4252318483,cubic_feet,Energy,0.01,3,2023-05-04,Natural_gas_Energy
Micronesia (Federated States of),Primary manufacturing,688608.0,kWh,Forestry,0.1,1,2023-05-05,Primary_manufacturing_Forestry
Moldova (the Republic of),Primary forestry bioproducts,1233.0,metric_ton,Forestry,0.09,4,2023-05-11,Primary_forestry_bioproducts_Forestry
Moldova (the Republic of),Services,184874.94,hr,Forestry,0.01,3,2023-05-08,Services_Forestry
Moldova (the Republic of),Services and custom work,33060.96,hr,Forestry,0.11,4,2023-05-05,Services_and_custom_work_Forestry
Moldova (the Republic of),Extraction,4040132.468277528,kWh,Energy,0.03,3,2023-05-06,Extraction_Energy
Moldova (the Republic of),Services,30508.8,hr,Minerals and mining,0.02,1,2023-05-02,Services_Minerals_and_mining
Moldova (the Republic of),Secondary wood products,200951.5158997513,lb,Forestry,0.04,3,2023-05-13,Secondary_wood_products_Forestry
Moldova (the Republic of),Services and custom work,189250.0,hr,Minerals and mining,0.01,0,2023-05-11,Services_and_custom_work_Minerals_and_mining
Moldova (the Republic of),Other bioproducts (from forestry biomass),1030.0,kg,Forestry,0.12,9,2023-05-28,Other_bioproducts_(from_forestry_biomass)_Forestry
Moldova (the Republic of),Non-metallic minerals,105819.91368139825,metric_ton,Minerals and mining,0.07,5,2023-05-23,Non_metallic_minerals_Minerals_and_mining
Moldova (the Republic of),Metallic minerals,1560361.34,metric_ton,Minerals and mining,0.03,3,2023-05-04,Metallic_minerals_Minerals_and_mining
Moldova (the Republic of),Services,140080.68,hr,Energy,0.09,2,2023-05-15,Services_Energy
Moldova (the Republic of),Primary pulp and paper products,318748.75,metric_ton,Forestry,0.01,3,2023-05-25,Primary_pulp_and_paper_products_Forestry
Moldova (the Republic of),Primary sawmill and wood products,696670.0354168,ft,Forestry,0.04,0,2023-05-02,Primary_sawmill_and_wood_products_Forestry
Moldova (the Republic of),Primary metallic minerals products,393979.29000000004,metric_ton,Minerals and mining,0.01,4,2023-05-06,Primary_metallic_minerals_products_Minerals_and_mining
Moldova (the Republic of),Extraction,126826.0,metric_ton,Forestry,0.01,2,2023-05-18,Extraction_Forestry
Moldova (the Republic of),Coal,298682.73110077385,short_ton,Minerals and mining,0.06,3,2023-05-16,Coal_Minerals_and_mining
Moldova (the Republic of),Secondary metal products,83591.63,ton,Minerals and mining,0.1,3,2023-05-10,Secondary_metal_products_Minerals_and_mining
Moldova (the Republic of),Secondary paper products,130651.8934259057,metric_ton,Forestry,0.15,3,2023-05-10,Secondary_paper_products_Forestry
Monaco,Coal,45262.236491104304,short_ton,Minerals and mining,0.19,2,2023-05-09,Coal_Minerals_and_mining
Monaco,Tertiary metal products,352277.0,ton,Minerals and mining,0.17,3,2023-05-22,Tertiary_metal_products_Minerals_and_mining
Monaco,Services,93752.37,hr,Forestry,0.22,2,2023-05-15,Services_Forestry
Monaco,Primary metallic minerals products,431400.0,metric_ton,Minerals and mining,0.19,0,2023-05-03,Primary_metallic_minerals_products_Minerals_and_mining
Monaco,Primary sawmill and wood products,319334.39999999997,ft,Forestry,0.23,8,2023-05-27,Primary_sawmill_and_wood_products_Forestry
Mongolia,Crude oil,301027.70068447996,L,Energy,0.09,13,2023-05-26,Crude_oil_Energy
Mongolia,Petrochemicals,12980.006118227617,gallon,Energy,0.05,2,2023-05-02,Petrochemicals_Energy
Mongolia,Primary sawmill and wood products,758333.3576,ft,Forestry,0.09,0,2023-05-03,Primary_sawmill_and_wood_products_Forestry
Mongolia,Secondary wood products,6692.9972309917275,lb,Forestry,0.09,10,2023-05-29,Secondary_wood_products_Forestry
Mongolia,Primary pulp and paper products,287579.0,metric_ton,Forestry,0.08,7,2023-05-21,Primary_pulp_and_paper_products_Forestry
Mongolia,Electricity,2638551.0,kWh,Energy,0.01,7,2023-05-28,Electricity_Energy
Mongolia,Natural gas,216579.2544763639,cubic_feet,Energy,0.05,4,2023-05-18,Natural_gas_Energy
Mongolia,Other refined petroleum and coal products,5363.002528127731,gallon,Energy,0.03,0,2023-05-07,Other_refined_petroleum_and_coal_products_Energy
Mongolia,Bioenergy and biofuel (from forestry biomass),5752.961557136479,gallon,Forestry,0.03,11,2023-05-29,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Mongolia,Services,302053.92,hr,Minerals and mining,0.05,10,2023-05-26,Services_Minerals_and_mining
Mongolia,Refined petroleum products (fuels and lubricants),842249.9991662725,gallon,Energy,0.09,4,2023-05-02,Refined_petroleum_products_(fuels_and_lubricants)_Energy
Mongolia,Primary forestry bioproducts,11269.0,metric_ton,Forestry,0.01,12,2023-05-23,Primary_forestry_bioproducts_Forestry
Mongolia,Primary non-metallic minerals products,61101.95015837248,metric_ton,Minerals and mining,0.07,0,2023-05-16,Primary_non_metallic_minerals_products_Minerals_and_mining
Mongolia,Miscellaneous metal products,84450.0,kg,Minerals and mining,0.01,6,2023-05-24,Miscellaneous_metal_products_Minerals_and_mining
Mongolia,Services,2259925200.0,hr,Energy,0.09,3,2023-05-14,Services_Energy
Mongolia,Tertiary metal products,97574.97626492,ton,Minerals and mining,0.09,1,2023-05-11,Tertiary_metal_products_Minerals_and_mining
Mongolia,Biofuels,12480.9888733,L,Energy,0.07,4,2023-05-09,Biofuels_Energy
Montenegro,Primary sawmill and wood products,150468.0,ft,Forestry,0.1099999999999999,5,2023-05-16,Primary_sawmill_and_wood_products_Forestry
Montenegro,Miscellaneous metal products,218690.0,kg,Minerals and mining,0.09,3,2023-05-19,Miscellaneous_metal_products_Minerals_and_mining
Montenegro,Extraction,477705.3403892,ton,Minerals and mining,0.1,8,2023-05-27,Extraction_Minerals_and_mining
Montenegro,Services,12742.8,hr,Forestry,0.19,4,2023-05-04,Services_Forestry
Montenegro,Coal,216382.6363015058,short_ton,Minerals and mining,0.01,4,2023-05-07,Coal_Minerals_and_mining
Montenegro,Other refined petroleum and coal products,1170.9991446104912,gallon,Energy,0.12,3,2023-05-15,Other_refined_petroleum_and_coal_products_Energy
Montenegro,Secondary wood products,195418.0,lb,Forestry,0.16,13,2023-05-17,Secondary_wood_products_Forestry
Montenegro,Biofuels,1558.1025599999998,L,Energy,0.07,2,2023-05-05,Biofuels_Energy
Montenegro,Primary forestry bioproducts,11781.0,metric_ton,Forestry,0.05,1,2023-05-08,Primary_forestry_bioproducts_Forestry
Montenegro,Natural gas,317514.5224742909,cubic_feet,Energy,0.1,0,2023-05-02,Natural_gas_Energy
Montserrat,Secondary wood products,259109.50810419937,lb,Forestry,0.0799999999999999,3,2023-05-23,Secondary_wood_products_Forestry
Montserrat,Crude oil,302621.0,L,Energy,0.1,0,2023-05-08,Crude_oil_Energy
Montserrat,Tertiary metal products,1005158.0,ton,Minerals and mining,0.06,1,2023-05-02,Tertiary_metal_products_Minerals_and_mining
Montserrat,Primary forestry bioproducts,1623.7,metric_ton,Forestry,0.12,1,2023-05-18,Primary_forestry_bioproducts_Forestry
Montserrat,Bioenergy and biofuel (from forestry biomass),6873.018423895958,gallon,Forestry,0.11,2,2023-05-03,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Montserrat,Secondary paper products,278057.7731870081,metric_ton,Forestry,0.01,2,2023-05-04,Secondary_paper_products_Forestry
Montserrat,Petrochemicals,191887.9666931719,gallon,Energy,0.04,9,2023-05-25,Petrochemicals_Energy
Montserrat,Metallic minerals,334732.0,metric_ton,Minerals and mining,0.05,4,2023-05-11,Metallic_minerals_Minerals_and_mining
Montserrat,Primary non-metallic minerals products,168290.97,metric_ton,Minerals and mining,0.14,1,2023-05-20,Primary_non_metallic_minerals_products_Minerals_and_mining
Montserrat,Biofuels,41811.87584,L,Energy,0.11,3,2023-05-02,Biofuels_Energy
Montserrat,Primary sawmill and wood products,913628.0148004,ft,Forestry,0.07,11,2023-05-20,Primary_sawmill_and_wood_products_Forestry
Montserrat,Extraction,351311.53992,ton,Minerals and mining,0.11,6,2023-05-29,Extraction_Minerals_and_mining
Morocco,Primary manufacturing,2542089.0362262875,kWh,Energy,0.03,4,2023-05-05,Primary_manufacturing_Energy
Morocco,Natural gas,604154.7098406494,cubic_feet,Energy,0.06,1,2023-05-25,Natural_gas_Energy
Morocco,Coal,67667.93800568796,short_ton,Minerals and mining,0.09,2,2023-05-02,Coal_Minerals_and_mining
Morocco,Crude oil,1294263.801376,L,Energy,0.08,6,2023-05-26,Crude_oil_Energy
Morocco,Primary metallic minerals products,77749.32,metric_ton,Minerals and mining,0.01,3,2023-05-02,Primary_metallic_minerals_products_Minerals_and_mining
Morocco,Metallic minerals,876285.68,metric_ton,Minerals and mining,0.08,0,2023-05-12,Metallic_minerals_Minerals_and_mining
Morocco,Primary sawmill and wood products,385422.0,ft,Forestry,0.07,2,2023-05-14,Primary_sawmill_and_wood_products_Forestry
Morocco,Services,352080.96,hr,Forestry,0.02,7,2023-05-17,Services_Forestry
Morocco,Secondary metal products,150019.32608432003,ton,Minerals and mining,0.03,11,2023-05-24,Secondary_metal_products_Minerals_and_mining
Morocco,Secondary paper products,72090.06,metric_ton,Forestry,0.04,3,2023-05-24,Secondary_paper_products_Forestry
Morocco,Extraction,4451067.0,kWh,Energy,0.08,13,2023-05-26,Extraction_Energy
Morocco,Services and custom work,177123600.0,hr,Forestry,0.1,3,2023-05-15,Services_and_custom_work_Forestry
Morocco,Biofuels,34469.24565,L,Energy,0.06,2,2023-05-08,Biofuels_Energy
Morocco,Extraction,631896.293648,ton,Minerals and mining,0.08,0,2023-05-11,Extraction_Minerals_and_mining
Morocco,Other bioproducts (from forestry biomass),1980.0,kg,Forestry,0.08,1,2023-05-07,Other_bioproducts_(from_forestry_biomass)_Forestry
Morocco,Extraction,74343.18000000001,metric_ton,Forestry,0.05,0,2023-05-14,Extraction_Forestry
Morocco,Primary pulp and paper products,102104.0,metric_ton,Forestry,0.04,9,2023-05-21,Primary_pulp_and_paper_products_Forestry
Mozambique,Services,6170.0,hr,Minerals and mining,0.11,3,2023-05-26,Services_Minerals_and_mining
Mozambique,Secondary wood products,17747.226582479412,lb,Forestry,0.02,5,2023-05-20,Secondary_wood_products_Forestry
Mozambique,Primary forestry bioproducts,9091.0,metric_ton,Forestry,0.01,7,2023-05-16,Primary_forestry_bioproducts_Forestry
Mozambique,Tertiary metal products,853786.03183412,ton,Minerals and mining,0.14,2,2023-05-14,Tertiary_metal_products_Minerals_and_mining
Mozambique,Secondary metal products,99031.91,ton,Minerals and mining,0.09,10,2023-05-26,Secondary_metal_products_Minerals_and_mining
Mozambique,Natural gas,195130.61440205108,cubic_feet,Energy,0.16,4,2023-05-09,Natural_gas_Energy
Mozambique,Extraction,152252.87580566417,metric_ton,Forestry,0.1,1,2023-05-12,Extraction_Forestry
Mozambique,Primary pulp and paper products,373471.0,metric_ton,Forestry,0.06,2,2023-05-17,Primary_pulp_and_paper_products_Forestry
Mozambique,Primary manufacturing,1344751.0,kWh,Energy,0.17,5,2023-05-24,Primary_manufacturing_Energy
Mozambique,Bioenergy,10585.0,kWh,Energy,0.01,4,2023-05-08,Bioenergy_Energy
Mozambique,Services and custom work,162002.98500000002,hr,Minerals and mining,0.02,3,2023-05-10,Services_and_custom_work_Minerals_and_mining
Mozambique,Electricity,127530.0,kWh,Energy,0.03,1,2023-05-24,Electricity_Energy
Mozambique,Primary manufacturing,780967.0,kWh,Forestry,0.08,12,2023-05-29,Primary_manufacturing_Forestry
Myanmar,Primary sawmill and wood products,671239.0,ft,Forestry,1.0,0,2023-05-11,Primary_sawmill_and_wood_products_Forestry
Namibia,Primary forestry bioproducts,2354.54,metric_ton,Forestry,0.05,0,2023-05-07,Primary_forestry_bioproducts_Forestry
Namibia,Bioenergy,927.9999999999999,kWh,Energy,0.25,1,2023-05-19,Bioenergy_Energy
Namibia,Biofuels,26844.973181839996,L,Energy,0.05,7,2023-05-20,Biofuels_Energy
Namibia,Services and custom work,54108000.0,hr,Minerals and mining,0.04,5,2023-05-16,Services_and_custom_work_Minerals_and_mining
Namibia,Secondary wood products,221212.01432124022,lb,Forestry,0.12,4,2023-05-07,Secondary_wood_products_Forestry
Namibia,Coal,9534.049814987104,short_ton,Minerals and mining,0.23,9,2023-05-21,Coal_Minerals_and_mining
Namibia,Tertiary metal products,564758.7880396,ton,Minerals and mining,0.24,10,2023-05-17,Tertiary_metal_products_Minerals_and_mining
Namibia,Primary manufacturing,1432334.0,kWh,Minerals and mining,0.02,7,2023-05-17,Primary_manufacturing_Minerals_and_mining
Nauru,Extraction,1427287.1021440001,ton,Minerals and mining,1.0,4,2023-05-13,Extraction_Minerals_and_mining
Nepal,Primary metallic minerals products,521868.5743061701,metric_ton,Minerals and mining,0.0499999999999999,4,2023-05-12,Primary_metallic_minerals_products_Minerals_and_mining
Nepal,Primary non-metallic minerals products,76838.0,metric_ton,Minerals and mining,0.22,11,2023-05-25,Primary_non_metallic_minerals_products_Minerals_and_mining
Nepal,Electricity,195396.92591848405,kWh,Energy,0.13,11,2023-05-21,Electricity_Energy
Nepal,Primary manufacturing,1087741.5876075746,kWh,Energy,0.04,4,2023-05-06,Primary_manufacturing_Energy
Nepal,Secondary wood products,100372.0,lb,Forestry,0.12,3,2023-05-13,Secondary_wood_products_Forestry
Nepal,Services,51310.32,hr,Minerals and mining,0.06,3,2023-05-21,Services_Minerals_and_mining
Nepal,Biofuels,29738.0,L,Energy,0.29,3,2023-05-13,Biofuels_Energy
Nepal,Services and custom work,74220.0,hr,Minerals and mining,0.01,10,2023-05-28,Services_and_custom_work_Minerals_and_mining
Nepal,Bioenergy and biofuel (from forestry biomass),10696.005040405133,gallon,Forestry,0.08,2,2023-05-07,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Netherlands (the),Biofuels,38694.0,L,Energy,0.0399999999999999,9,2023-05-19,Biofuels_Energy
Netherlands (the),Primary manufacturing,570603.7836696446,kWh,Minerals and mining,0.1,2,2023-05-20,Primary_manufacturing_Minerals_and_mining
Netherlands (the),Primary manufacturing,529850.7991203077,kWh,Forestry,0.08,13,2023-05-18,Primary_manufacturing_Forestry
Netherlands (the),Electricity,334758.0,kWh,Energy,0.03,2,2023-05-14,Electricity_Energy
Netherlands (the),Extraction,3111273.0,kWh,Energy,0.11,13,2023-05-19,Extraction_Energy
Netherlands (the),Primary metallic minerals products,127100.90000000001,metric_ton,Minerals and mining,0.09,1,2023-05-06,Primary_metallic_minerals_products_Minerals_and_mining
Netherlands (the),Other refined petroleum and coal products,87362.9538422522,gallon,Energy,0.02,4,2023-05-15,Other_refined_petroleum_and_coal_products_Energy
Netherlands (the),Metallic minerals,1074881.0,metric_ton,Minerals and mining,0.08,11,2023-05-23,Metallic_minerals_Minerals_and_mining
Netherlands (the),Services,399117.6,hr,Minerals and mining,0.04,5,2023-05-17,Services_Minerals_and_mining
Netherlands (the),Other bioproducts (from forestry biomass),780.0,kg,Forestry,0.06,9,2023-05-20,Other_bioproducts_(from_forestry_biomass)_Forestry
Netherlands (the),Bioenergy and biofuel (from forestry biomass),5853.77753004298,gallon,Forestry,0.0199999999999999,3,2023-05-11,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Netherlands (the),Services,175.32,hr,Forestry,0.11,0,2023-05-11,Services_Forestry
Netherlands (the),Bioenergy,11670.0,kWh,Energy,0.12,11,2023-05-21,Bioenergy_Energy
Netherlands (the),Primary sawmill and wood products,2395.0132,ft,Forestry,0.09,2,2023-05-15,Primary_sawmill_and_wood_products_Forestry
Netherlands (the),Primary manufacturing,1812726.3127472948,kWh,Energy,0.01,8,2023-05-29,Primary_manufacturing_Energy
New Caledonia,Electricity,640627.0,kWh,Energy,0.18,3,2023-05-05,Electricity_Energy
New Caledonia,Services and custom work,48826.62,hr,Minerals and mining,0.02,6,2023-05-23,Services_and_custom_work_Minerals_and_mining
New Caledonia,Other refined petroleum and coal products,53747.026081719014,gallon,Energy,0.14,0,2023-05-09,Other_refined_petroleum_and_coal_products_Energy
New Caledonia,Secondary metal products,38619.76157,ton,Minerals and mining,0.27,0,2023-05-26,Secondary_metal_products_Minerals_and_mining
New Caledonia,Primary sawmill and wood products,778535.9999999999,ft,Forestry,0.16,10,2023-05-28,Primary_sawmill_and_wood_products_Forestry
New Caledonia,Other bioproducts (from forestry biomass),882.99847456,kg,Forestry,0.15,3,2023-05-15,Other_bioproducts_(from_forestry_biomass)_Forestry
New Caledonia,Services,330755.04,hr,Minerals and mining,0.03,7,2023-05-28,Services_Minerals_and_mining
New Caledonia,Petrochemicals,119915.05543653131,gallon,Energy,0.03,2,2023-05-13,Petrochemicals_Energy
New Caledonia,Bioenergy,11257.0,kWh,Energy,0.02,2,2023-05-09,Bioenergy_Energy
New Zealand,Other refined petroleum and coal products,57318.96971582998,gallon,Energy,0.04,10,2023-05-23,Other_refined_petroleum_and_coal_products_Energy
New Zealand,Services,34453.44,hr,Forestry,0.07,7,2023-05-26,Services_Forestry
New Zealand,Primary manufacturing,1206113.0,kWh,Forestry,0.25,0,2023-05-13,Primary_manufacturing_Forestry
New Zealand,Primary metallic minerals products,86676.9292948641,metric_ton,Minerals and mining,0.0499999999999999,7,2023-05-18,Primary_metallic_minerals_products_Minerals_and_mining
New Zealand,Primary forestry bioproducts,2956.99758780526,metric_ton,Forestry,0.02,2,2023-05-20,Primary_forestry_bioproducts_Forestry
New Zealand,Miscellaneous metal products,262060.0,kg,Minerals and mining,0.01,12,2023-05-24,Miscellaneous_metal_products_Minerals_and_mining
New Zealand,Petrochemicals,208966.71984699147,gallon,Energy,0.01,9,2023-05-19,Petrochemicals_Energy
New Zealand,Services and custom work,102117.12000000001,hr,Minerals and mining,0.03,5,2023-05-16,Services_and_custom_work_Minerals_and_mining
New Zealand,Extraction,191077.0,metric_ton,Forestry,0.52,2,2023-05-16,Extraction_Forestry
